"title","description","streetaddress","city","state","zipcode","Year"
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2020
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2021
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2022
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2023
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2024
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1984
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1985
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1986
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1987
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1988
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1989
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1990
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1991
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1992
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1993
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1994
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1995
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1996
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1997
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1998
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,1999
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2000
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2001
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2002
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2003
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2004
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2005
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2006
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2007
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2008
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2009
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2010
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2011
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2012
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2013
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2014
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2015
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2016
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2017
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2018
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2019
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2020
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2021
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2022
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2023
"The Wildrose",NA,"1021 E Pike St, Seattle, Washington, 98122","Seattle","Washington",98122,2024
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2004
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2005
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2006
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2007
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2008
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2009
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2010
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2011
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2012
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2013
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2014
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2015
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2016
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2017
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2018
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2019
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2020
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2021
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2022
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2023
"Boycott Bar",NA,"4301 N 7th Av, Phoenix, Arizona, 85013","Phoenix","Arizona",85013,2024
"The Ruby Fruit",NA,"3510 W Sunset Blvd, Los Angeles, California, 90026","Los Angeles","California",90026,2023
"The Ruby Fruit",NA,"3510 W Sunset Blvd, Los Angeles, California, 90026","Los Angeles","California",90026,2024
"Honey's",NA,"1532 N Western Av, Los Angeles, California, 90027","Los Angeles","California",90027,2023
"Honey's",NA,"1532 N Western Av, Los Angeles, California, 90027","Los Angeles","California",90027,2024
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2009
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2010
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2011
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2012
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2013
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2014
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2015
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2016
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2017
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2018
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2019
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2020
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2021
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2022
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2023
"Gossip Grill",NA,"1220 University Av, San Diego, California, 92103","San Diego","California",92103,2024
"Scarlet Fox",NA,"1690 Hayes St, San Francisco, California, 94117","San Francisco","California",94117,2023
"Scarlet Fox",NA,"1690 Hayes St, San Francisco, California, 94117","San Francisco","California",94117,2024
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2018
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2019
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2020
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2021
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2022
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2023
"Jolene's",NA,"2700 16th St, San Francisco, California, 94103","San Francisco","California",94103,2024
"The Lady's Room",NA,"9057 Ulmerton Road, Largo, FL, United States, Florida","Largo","Florida",33771,2022
"The Lady's Room",NA,"9057 Ulmerton Road, Largo, FL, United States, Florida","Largo","Florida",33771,2023
"The Lady's Room",NA,"9057 Ulmerton Road, Largo, FL, United States, Florida","Largo","Florida",33771,2024
"Dorothy",NA,"2500 W Chicago Ave, Lower Level Chicago, IL,60622","Chicago","Illinois",60622,2022
"Dorothy",NA,"2500 W Chicago Ave, Lower Level Chicago, IL,60622","Chicago","Illinois",60622,2023
"Dorothy",NA,"2500 W Chicago Ave, Lower Level Chicago, IL,60622","Chicago","Illinois",60622,2024
"Nobody's Darling",NA,"1744 W. Balmoral Ave,
Chicago IL 60640","Chicago","Illinois",60640,2021
"Nobody's Darling",NA,"1744 W. Balmoral Ave,
Chicago IL 60640","Chicago","Illinois",60640,2022
"Nobody's Darling",NA,"1744 W. Balmoral Ave,
Chicago IL 60640","Chicago","Illinois",60640,2023
"Nobody's Darling",NA,"1744 W. Balmoral Ave,
Chicago IL 60640","Chicago","Illinois",60640,2024
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2016
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2017
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2018
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2019
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2020
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2021
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2022
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2023
"The Back Door",NA,"207 S College Ave, Bloomington, IN 47404","Bloomington","Indiana",47404,2024
"Femme Bar",NA,"62 Green St. Suite 2 Worcester, MA 01604","Worcester","Massachusetts",1604,2023
"Femme Bar",NA,"62 Green St. Suite 2 Worcester, MA 01604","Worcester","Massachusetts",1604,2024
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2015
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2016
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2017
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2018
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2019
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2020
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2021
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2022
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2023
"Arcana Durham",NA,"331 W. Main St.
Durham, NC 27701","Durham","North Carolina",27701,2024
"The Bush",NA,"333 Troutman St, Brooklyn, NY 11222","Brookyln","New York",11222,2023
"The Bush",NA,"333 Troutman St, Brooklyn, NY 11222","Brookyln","New York",11222,2024
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2015
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2016
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2017
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2018
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2019
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2020
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2021
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2022
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2023
"Alibi's","now closed","1200 N Penn, Oklahoma City, OK, United States, Oklahoma","Oklahoma City","Oklahoma",73107,2024
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2017
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2018
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2019
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2020
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2021
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2022
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2023
"Frankie's",NA,"3200 N. May Avenue, Oklahoma City 73112","Oklahoma City","Oklahoma",73112,2024
"Yellow Brick Road Pub","closed by fire in 2022, reopened in 2023","2630 E 15th St, Tulsa, OK, United States, Oklahoma","Tulsa","Oklahoma",74104,2019
"Yellow Brick Road Pub","closed by fire in 2022, reopened in 2023","2630 E 15th St, Tulsa, OK, United States, Oklahoma","Tulsa","Oklahoma",74104,2020
"Yellow Brick Road Pub","closed by fire in 2022, reopened in 2023","2630 E 15th St, Tulsa, OK, United States, Oklahoma","Tulsa","Oklahoma",74104,2021
"Yellow Brick Road Pub","closed by fire in 2022, reopened in 2023","2630 E 15th St, Tulsa, OK, United States, Oklahoma","Tulsa","Oklahoma",74104,2023
"Yellow Brick Road Pub","closed by fire in 2022, reopened in 2023","2630 E 15th St, Tulsa, OK, United States, Oklahoma","Tulsa","Oklahoma",74104,2024
"The Sports Bra","a sports bar that featured only women’s sports.","2512 NE BROADWAY
PORTLAND, OREGON 
97232","Portland","Oregon",97232,2022
"The Sports Bra","a sports bar that featured only women’s sports.","2512 NE BROADWAY
PORTLAND, OREGON 
97232","Portland","Oregon",97232,2023
"The Sports Bra","a sports bar that featured only women’s sports.","2512 NE BROADWAY
PORTLAND, OREGON 
97232","Portland","Oregon",97232,2024
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2002
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2003
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2004
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2005
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2006
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2007
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2008
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2009
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2010
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2011
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2012
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2013
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2014
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2015
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2016
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2017
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2018
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2019
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2020
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2021
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2022
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2023
"The Lipstick Lounge",NA,"1400 Woodland St, Nashville, TN 37206","Nashville","Tennessee",37206,2024
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2001
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2002
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2003
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2004
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2005
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2006
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2007
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2008
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2009
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2010
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2011
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2012
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2013
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2014
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2015
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2016
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2017
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2018
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2019
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2020
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2021
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2022
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2023
"Walker's Pint",NA,"818 S. 2nd St. Milwaukee, WI 53204","Milwaukee","Wisconsin",53204,2024
